User,Text
@quytran6258,Khúc dạo đầu cuốn quá cả nhà ơi.
@CuongNguyen-n8u9n,4:46
@Unknow_userexe,ha ha
@nhijessica7704,"Anh muốn một lần em nói xem,
Hạnh phúc là gì đây em hỡi?
Tình yêu này chẳng đáng níu giữ hay sao?!"
@HữuânHoàng-l9t,Đeo phone nghe hay và buồn quá 😢
@thaophuong235,Ngần ấy năm trôi qua chỉ là con số 0
@thanhhuongphaninh6899,Tuyệt vời
@TamLe-zw2dx,hay
@Fate28,A biết là buồn lắm chứ ... Say đến nhạt nhoà thổn thức..
@HaTran-p4b,"Band Choi hay quá 🙌 , QT thì khỏi nói rồi ❤"
@nkhi356,"Bản này hay hơn bản trc của Thiên. Mạnh mẽ hơn, nam tính hơn. Bản trc yếu đuối quá. Chắc do ai đó làm viral 🤭"
@ytrancongdanh7182,hay
@nhunghuynh6321,Nghe bao nhiêu lần rồi vẫn mê
@bichnguyenthi8661,Hay
@ljnhjan,Mê giọng anh Thiên hát live lắm luôn. Đi nghe một lần live là mê xỉu chắc chắn sẽ có nhiều lần nữa.
@thuanhaiang3833,hay
@NhatHuyMusicBox,"Hát bài này đi Idol ơi❤❤❤❤

https://youtu.be/QSl_AR94kms?si=I09AtPFIOOFrUkPS"
@maithuy3686,"Vừa đẹp lại vừa hay
Đẩy lên top 1 đi các mây ơi
Cho ảnh được sĩ 1 lần lên tận mây xanh luôn😂"
@kieuloantran-t2b,Hôm  nay em bé  say lên  hay xuống  vậy  mọi  người?
@nhijessica7704,"Anh đã cố gắng ngần ấy năm đấy trôi qua đổi lấy được gì?
Buồn đau là anh, cay đắng vẫn chỉ là anh..."
@thuhatrinh365,Một kẻ yếu đuối đóng vai một người say...
@Drawsomething289,nghe nhạc mà cứ cảm giác đang đi một cái phòng trà ấm cúng chill chill xong ngồi nhâm nhi tách trà
@KìêuMasterD-v9i,Ke Say Tình g.dįêu nhaç nghe bį lųy năņg luôn á....múôn nghe hoài ko chán(hay qúa di)
@vanutphan3541,nghe nhìu lần r mà vẫn ghiền
@ZQ010190,Người đồng an sơ mi trắng giấu rất nhiều bánh mì bên trong đứng cất giọng hát vàng ngọc giữa khung cảnh thần tiên. Ai lớp diuuuu
@xuanan9421,ngày hôm đó ngồi giữa khán đài Skynote mới thật sự hiểu rõ sao giọng hát của anh được yêu thích như vậy
@TomVivian-m2m,"Mấy hôm nay không thoát ra khỏi bài này được, ôi phê"
@nguyenbuithaihuy-bmtruyenn8901,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@h3artbreak3r1994,Kẻ Say Cồn.. 😂
@Hannah.socute14,Chúc e bé Say lớn nhanh như thổi nhaaaaa
@nam1224,Em nghe mỗi ngày trên đường đi làm. Tuyệt vời quá anh ơi 😊
@LidaMi-18,"Đỉnh cao hát live gọi tên Quốc Thiên, quá ngọt ngào và sâu lắng❤"
@thanhhuongphaninh6899,Bài hát gây nghiện
@NgocNguyen-ys7bt,"Mình rất thích nghe bản này & ver ảnh hát ở Soul of the forest, siêu mê luôn."
@NgocNguyen-ys7bt,Nghe Thiên hát ko bao giờ biết chán.
@thaophuong235,"Bị nghiện rồi, Say cả sáng trưa chiều tối"
@TúThanh-q6k7n,🤌
@hieunguyentrung8391,quốc thiên live là số 1 quá đẳng cấp !
@thanhphuctran1924,Hay quá ngày nào cũng phải vô nghe
@nhijessica7704,Tuyệt đối mờ ê phê luôn ạ!!!
@huydoan2912,Phê
@HuyNguyenNhadep,nghiện luôn rồi1 sao bài nay ra lâu rồi mà giờ mới hot vậy mọi người
@thuhatrinh365,Hạnh phúc là ảo mộng giữa chúng ta...
@BunBum,"Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau"
@HaoNguyen-no4mt,Intro saxophone hay ác
@quoccuongict,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say

Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau

Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ

Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau

Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao

Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@kienvuong222,Đẳng cấp ❤
@becherrygiahan3933,❤❤
@Haih305,"Ảnh nhả chữ “lạ” mà người ta muốn quen lại từ đầu. Nghe tới cuối bài đi ợ, không chết lịm em con ảnh, ủa 🤭"
@buithilu5083,Hay hơn cả chứ hay♥️
@DangTrang,Triệu view rồi🎉🎉🎉🎉
@DangTrang,🎉🎉🎉🎉
@ChiếnNguyễnđình-h5g,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@tungvlog4756,Bài hát da diết tình cảm mà ông hát cắt quản làm mất đi cái hay của câu từ...nghe rất chênh...5diem là cùng
@hongpham3089,"Tui mê giọng hát của ông , tui mê ổng thật sự"
@LidaMi-18,Chúc mừng ăn bé hay ăn lớn nhanh nhớ thổi! Trộm vía🎉
@Leadcat-k2e,"Bé say tình đỉnh quá, lớn siu nhanh🎉"
@Mây-z9z5r,Yeah 1tr òi 🎉🎉🎉🎉
@trucphan2328,Ồn xíu cho lên 1k cmt luon đê mn oiiii
@trucphan2328,1tr ròi tung hoaaa
@thulienlethi2533,Trộm vía :1 triệu viu òi pà kon ơi
@LNDTV-tw1uw,Mừng 1 triệu viu 🎉🎉🎉
@kieuloantran-t2b,Yes ! 1 triệu  rồi! Chúc  mừng  QT❤❤❤
@EvaExercise,bài này làm nhạc phim thì tuyệt chứ mọi ng nhỉ
@kieuloantran-t2b,Kẽ say tình   live cũng  lên  3 triệu  4 rồi!❤❤❤
@kieuloantran-t2b,"Sắp  1 triệu  rồi  , tiếp  tục  cày  !"
@LanPhươngNguyễnThị-b1c,Còn 1 chút nữa là được 1 triệu view rồi. Cày ngày cày đêm cho a❤❤❤
@vietnguyenhuy467,"Sắp 1tr view rồi, quá vip"
@tsubaki_chan31,Sắp 1tr view rồi up spotify đi anh mình ơiii
@HauHuynh-uy3xc,Mong có trên Spotify bản này
@DuyenNguyen-t1d7f,Sao tôi mê anh tôi quá ❤❤❤
@25th2_dnv,🎉🎉🎉
@nhattamlam8513,❤❤❤❤❤❤❤❤❤❤
@nhocimusic,"""Kẻ Say Tình"" do Quốc Thiên thể hiện thật sự đỉnh cao! 🌟 Giọng hát đầy nội lực và cảm xúc của anh đã truyền tải trọn vẹn sự đau đớn, giằng xé của một ""kẻ yêu đuối"" trong tình yêu. Phần trình diễn live lay động người nghe, đặc biệt là câu ""hạnh phúc là ao mộng giữa chúng ta"" khiến ai cũng thấy nhói lòng. Một màn trình diễn xuất sắc và rất đáng thưởng thức! 🎤💔"
@LeTuyetHp,Bỏ hết ngoài tai những lời nói người đời rèm pha
@NgocPhan-g5f,Buồn tê tái mà lại Phê quá!
@blousegroup897,"Sự thành công của bản phối này k thể k nhắc đến màn solo và đệm Sax đỉnh cao. Nghe đến đâu thấm tới đó, độ hoàn thiện gần như tuyệt đối hoà quyện với giọng hát của Quốc Thiên và giai điệu bài 😊😊"
@vanglai2839,Hay quá hôm đi concert rất ấn tượng với bài này
@nguyenminhhoang1989,Anh up lên spotify đc không anh Thiên ơi
@QuangLe-wj3od,cho hỏi saxophone là ai vậy
@gauiot,Anh say tình còn chúng tôi say anh
@nhunghuynh6321,"Kẻ Say Tình SKYNote đúng là phiên bản premium, nghe hoài không chán"
@BiXia-r7t,"Dán ở đây để tiện hát theo =)))

Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ............."
@LidaMi-18,Mở mắt ra 1tr nhaaaaa
@DungTran-u4c9x,Đang ở vị trí top mấy rồi mn? Mình ko thấy
@MaySG84,"Mình đang không yêu, không đau vì yêu nhưng nghe bài này cảm giác như thất tình vậy 💔."
@duyo1958,.
@bintv7357,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong
Chiếc cốc trên tay
Chỉ muốn say để quên đi những đọa đày
Một kẻ yếu đuối
Đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì
Có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng
Ngần mấy năm ấy trôi qua
Đổi lấy được gì
Buồn đau là anh
Cay đắng cũng chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai
Những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì
Có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng
Ngần mấy năm ấy trôi qua
Đổi lấy được gì
Buồn đau là anh
Cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai
Những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@NguyenTo-j6i,Quốc Thiên hát quá hay luôn
@ffffffffaannn,Anh Thiên hát hay quá
@tuandesigner2403,cái đoạn đầu nó hay giữ vậy - kèn saxophone đỉnh thật sự
@TaiTo-s7l,Giọng hát đỉnh cao. Nghe mãi ko chán
@hanhngo1200,"sẽ đẩy cho lên top 1 luôn, quá hay"
@TrangHoai-n7u,Trời ơi nó đã .nghe xong nhớ tình đầu
@phongthuan,"Hay hơn bản gốc 
https://youtube.com/watch?v=ifRp18GuVn4&lc=UgyA21lRbDURIFI9iWp4AaABAg&si=QxpwUvgF1FpXuaib"
@NhatHuyMusicBox,Giọng Quốc Thiên có thể chinh phục mọi bài hát! Có ai nghĩ giống mình không?❤❤❤❤❤
@vannguyenthithuy6906,Tôi phải đeo tai nghe và mở max volum để thưởng thức bài hát này. Quá hayyyy
@HoàiNguyễnThu-t3k,Kẻ say tình phiên bản Skynote mình thấy mê mẩn nhất cho đến hiện tại. Vẫn lụy từ hôm đi concert về đến giờ
@hoaidiemvu6558,"Một bản nhạc buồn quá hay, nghe rất dễ chịu có thể nghe hoài nghe mãi ko bị over 🌹🌹🌹"
@TranDiep-v2u,Đêm nhạc Skynote là món quà xuất sắc tri ân cho khán giả yêu mến Quốc Thiên
@thienminhphuc1111,"Nghe bài này xong, trái tim tôi đang lành chuyển sang rách tả tơi, nhưng ko thể nào ngừng nghe. Quá là toẹt vời . List nhạc bjo chỉ còn là Quốc Thiên🥰"
@trạng-b9o2e,❤
@Fate28,Sáng dậy là mở Kẻ say tình này nghe
@HảiNguyễn-n8h7v,hay a
@doilinh90,"Thiên đang ở đỉnh cao sự nghiệp. Hát rất hay, giọng hát hoàn hảo, không vết xước."
@LiemNguyenHoang-l5y,Intro ác đạn thật
@NgocAnhVu-t8t,"Dẻo con- fans Đức Duy TBTN ủng hộ anh Tăng Phúc và chị Trương Thảo Nhi. Bài hát hay quá, càng nghe càng ngấm."
@LidaMi-18,Nước mắt tràn vào trong chiếc cốc trên tay
@thuhatrinh365,"Hóng Hoa Và Váy quá, không biết là bản MV hay bản live trong SKYNote, manifest cả 2 luôn! ;)"
@duckhang267,"Ông này đẹp zai vậy chắc chưa bao giờ thất tình, mà sao hát bài này cảm xúc như sắp khóc luôn vậy"
@nguyennhu8837,❤❤ phải nói quốc thiên hát nghe thấm từng câu hát ❤❤❤ quá hay
@ljnhjan,Kẻ Say Tình phiên bản SKYNote 2025 quá là u mê u mê
@ljnhjan,Top vocalist Quoc Thien so pround of you
@xuankhanhnguyen5496,"Đây chính là thời của Quốc Thiên, hoặc Quốc Thiên đang bước vào thời chín nhất sự nghiệp của mình. Quá tuyệt vời"
@ljnhjan,"Ngày nào cũng trong tâm trạng thất tình huhu mê quá, lụy quá"
@tranthang5225,😀
@theanh1129,.
@nhijessica7704,Lên là lên là lên đi ạaa!
@giangchi7725,😀
@chanztthu-sd1lx,hay quá a ơi nay e xem anh chơi running man đỉnh quá a ạ ko những hát hay mà còn chơi giỏi nữa =)))
@HaPham-zu2id,Tự nhiên thất tình ngang qua giọng hát của a ❤❤
@cpanel10x,Trịu views nào ace oyyy
@CuongLe-vh7ci,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@lannguyen3655,Mong đến Skynote 2026 quá a ạ
@minhlahung95,Ai mê cách đạo diễn hình chuyển cảnh như tui k 😅
@trucphan2328,Đẩy lên 1tr view đê mọi người oiiii
@hoaidiemvu6558,"ver này quá hay. Nghe mê mẩn buồn dịu êm nhưng ko bị quá over, nghe hoài nghe mãi không chán"
@phongthinhtran9504,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@HaPham-zu2id,Càng nghe càng thất tình ngang
@LeTuyetHp,Tình yêu này chẳng đáng níu giữ hay sao???
@HảiNguyễn-n8h7v,hay
@Yanginh,"Cùng 1 bài, nhưng mỗi lần cất lên đều khiến khán giả như thấy 1 ver khác. Không lần nào giống lần nào, cứ như lần đầu được nghe, Đẳng cấp của Thiên là ở đó. Thiên lịch sự, chỉn chu từ phong cách tới giọng hát, nên khán giả của Thiên cũng auto như vậy. Vẫn luôn hâm hộ & là 1 fan già bền bỉ của Thiên. Ngày càng tỏa sáng nhé Thiên!!!!!"
@thanhhuongphaninh6899,Nghe mỗi ngày …ko thể thiếu
@NguyễnBùiPhúcLâm,Lâu ko ghé thăm ca sĩ chúc mừng ca sĩ đã có bài riêng thành công rực rỡ.Nếu bài này ra sớm thì chắc chắn là thành công hơn nữa.cùng nghe và bình luận thật nhiều để trả nó về đúng giá trị nào fen quốc thiên
@LidaMi-18,Áo trắng quần đen combo huỷ diệt! Bài hát này hay và đẹp chai ạ 🤭
@Hannah.socute14,Quốc Thiên hát live là thần! Chúc mừng bài hát có những thành công quá đỉnh 🩵
@thulienlethi2533,"Hồi xưa Em thi mong em đạt giải quán quân, hồi năm rồi em làm CC thì làm HN và ĐL cái buồn ngang luôn, trách sao SG cưng vậy mà ko làm. Thế rồi em làm SG thật hoành tráng, ôi xuất sắc. Cưng hết sức. Thôi ráng năm làm 1 lần 2 lần nha em. ❤"
@testvirus2910,hay quá A ơi
@nhijessica7704,"Do you know, your vocal and feelings are super special, beautiful, fantastic, you are number one!!!"
@lannguyen3655,Mở kara hát từ sáng tới tối để cheap moment với anh
@thuhatrinh365,It's really touching and healing!
@thaophuong235,Lên là lên nữa đi Say..
@trucphan2328,"Cho em bé Say này lên top 1 đi ạ, em bé tăng hạng giỏi quớ luonnnn"
@cheriiiii-v7t,Ráng đẩy mạnh cho a lên top 1 lun nha mấy chị Mây xuynh đẹpp ưiiiii 🎉🎉🎉🎉🎉
@SamBoThach-ts9be,có beat karaoke chưa a idol
@NguyenThanhDung_Dzung,"Anh đã cố gắng, ngần ấy năm đấy trôi qua .... day dứt quá đáng 😢"
@NguyetAnh-e2h4i,"TOP 4 rồi mn ơiii, đẩy lên top 1 luôn nào"
@nguyenhuong9785,ai bỏ ảnh mà ảnh khổ dữ tr
@quynhdo5370,Á á 4 rồi
@LeTuyetHp,"Chỉ giống như toa cuối ga tàu, mãi mãi là người đến sau ..."
@Mây-z9z5r,Trộm vía Trộm vía 4 r ạ mn ơi🎉🎉🎉🎉🎉
@ThanhTrúcTrần-r4s,"Top 4 ròi đoá Kẻ Say Tỉnh có đỉnh quá khum ạ, trộm vía aaa"
@thulienlethi2533,số 4 trên YT rùi nha ❤❤❤❤❤
@nhunghuynh6321,Đô tui có 1 ly mà bữa giờ ngày nào tui cũng say hết trơn 😂
@hoaidiemvu6558,"nghiện nhạc QT quá đi, không ngày nào là không nghe ❤️❤️❤️"
@Doanh_123,Lụy mãi SKYNote 2025. Nhanh nhanh để còn được xem SKYNote 2026.
@banhnguyen2725,Phải công nhận giọng ca hay quá 🍻🍻
@MẫnNguyễn-o5o,Hay quá
@binhthanh5045,Tui dám chắc ai mà ghiền bài này cũng đã trải qua quá nhiều nổi đau nhất là mối tình đầu ko thành
